Company Name,Manual Score,Rationale,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Research Target Company,Qualify Account,Prerequisite: Determine Research Guidelines
Uptime Legal,5,"While it has a stable legal niche, the company description notes it has expanded through ""strategic acquisitions"". This indicates it is a sophisticated consolidator rather than a ""stagnant"" target. It likely carries a higher valuation and less operational ""fat"" to trim.+1",Uptime Legal,Cold,,35,information technology & services,yutongwen@gmail.com,http://www.uptimelegal.com,http://www.linkedin.com/company/uptime-legal-systems,https://www.facebook.com/flywiretechnologyco/,https://twitter.com/FlywireTechCo,7500 Flying Cloud Dr,Eden Prairie,Minnesota,United States,55344-0013,"7500 Flying Cloud Dr, Eden Prairie, Minnesota, United States, 55344-0013","legal it, managed service provider, cloud services for law firms, it services & it consulting, document management, law firm technology, email management software, law firm website design, consulting, legal marketing solutions, services, law firm document management, practice cloud it services, digital marketing, law firm digital marketing, law firm website marketing, b2b, law practice in the cloud, legal practice growth tools, law office document software, offices of lawyers, information technology, it support for law firms, website design for law firms, legal technology, practice management, cloud services, legal services, cloud practice management, legal tech innovation, legal, information technology & services, marketing & advertising, cloud computing, enterprise software, enterprises, computer software",'+1 888-878-4632,"Outlook, Microsoft Office 365, Google Cloud Hosting, Backbone JS Library, WP Engine, Mapbox, Hubspot, Slack, Gravity Forms, Nginx, Google Tag Manager, YouTube, WordPress.org, Google Font API, Mobile Friendly",,Merger / Acquisition,0,2022-06-01,7300000,,69e13f2a92aeb40001c731cc,7375,54111,"Uptime Legal Systems is a legal technology company founded in 2005 and based in Eden Prairie, Minnesota. The company specializes in cloud services, document management, IT support, and digital marketing tailored for law firms across North America. With additional offices in Minneapolis, Austin, and Toronto, Uptime Legal has expanded through both organic growth and strategic acquisitions, serving thousands of law firms and over 8,500 legal professionals.

The company offers a comprehensive ""holistic legal operating system in the cloud,"" focusing on security, reliability, and growth support. Its three main products include Uptime Practice, which provides managed IT and private cloud hosting; LexWorkplace, a document and email management system; and JurisPage, which offers web design and digital marketing services for law firms. Uptime Legal is recognized for its achievements, including being listed on the Inc. 5000 for eight consecutive years and receiving accolades from Clio and other industry leaders.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69ba1925c3ad1000018ffa30/picture,,,,,,,,,
Axia Technology Partners,6.5,"Founded in 2008. It is recognized as one of Indiana's ""fastest-growing"" companies, which conflicts with the preference for ""slow-moving industries"". High-growth tech firms are often priced beyond the reach of traditional search fund economics.+2",Axia Technology,Cold,,33,information technology & services,yutongwen@gmail.com,http://www.axiatp.com,http://www.linkedin.com/company/axia-technology-partners-llc,https://facebook.com/AxiaTP,https://twitter.com/axiatp,,Zionsville,Indiana,United States,46077,"Zionsville, Indiana, United States, 46077","fan engagement, connectivity solutions, microsoft 365, iaas, azure cloud computing, custom software, unified communications, managed it services, pos software, voice services, outsourced it, referral marketing automation software, business internet, it services, network infrastructure solutions, voice circuits, cyber insurance, managed services, voip solutions, telecommunications, customer engagement, internet, it services & it consulting, services, cloud services, it support, it consulting, consulting, data security, ucaas, custom software development, b2b, point of sale, payments, financial services, enterprise software, enterprises, computer software, information technology & services, cloud computing, management consulting, computer & network security",'+1 317-489-5544,"Outlook, Amazon AWS, Microsoft Office 365, Autotask, Mailchimp Mandrill, Flywheel, Typeform, Microsoft Azure, SharpSpring, Hubspot, Slack, Segment.io, Mobile Friendly, Bootstrap Framework, Gravity Forms, Linkedin Marketing Solutions, reCAPTCHA, Workday Recruit, Shutterstock, WordPress.org, Google Tag Manager, Android, Node.js, IoT, Data Analytics, AI, React Native, Xamarin, Circle",1200000,Other,1200000,2019-01-01,4021000,,69e13f2a92aeb40001c73150,7380,,"Axia Technology Partners, LLC (AxiaTP) is an IT services company based in Zionsville, Indiana, founded in 2007 or 2008. With a team of 47 to 91 employees, AxiaTP is recognized as one of Indiana's fastest-growing companies. The company focuses on empowering organizations to achieve operational excellence through a proactive approach, offering reliable IT infrastructure and custom solutions.

AxiaTP provides a wide range of services, including managed IT services, unified communications solutions, and connectivity and networking options. Their offerings encompass cloud-based phone systems, VoIP services, fiber connectivity, and custom software development. The company emphasizes a consultative model that fosters long-term partnerships and aims to simplify IT complexity while maximizing return on investment. AxiaTP serves a diverse clientele, including municipal governments, banks, hospitals, and schools, delivering value-driven IT solutions across various industries.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ed1f4a8d3f62000189efb0/picture,,,,,,,,,
Arnet Technologies,3.5,"Already acquired by Lyra Technology Group in 2021. PE-backed or previously acquired firms are generally not viable targets for an initial searcher, as the ""succession gap"" has already been monetized.+1",Arnet,Cold,,21,information technology & services,yutongwen@gmail.com,http://www.arnettechnologies.com,http://www.linkedin.com/company/arnet-technologies,http://www.facebook.com/ArnetTechnologies,https://twitter.com/arnettech,445 Hutchinson Ave,Columbus,Ohio,United States,43235,"445 Hutchinson Ave, Columbus, Ohio, United States, 43235","outsourced it, data protection & recovery, it support, compliance, managed services, office 365, remote access, hosting, network consulting, backup & disaster recovery, offsite storage, it helpdesk, cloud solutions, spam & virus filtering, phone systems, cybersecurity, managed cloud, virtual networking, tech support & troubleshooting, it security, virtual cio, hybrid cloud, virtualized storage, cloud services, user support, data protection & recovery cloud services, teams phones, it services & it consulting, it strategy, managed it services, data protection, it audits, cloud migration, microsoft adoption, technology optimization, network security, manufacturing, b2b, custom ai agents, managed & co-managed it, computer systems design and related services, automation solutions, digital transformation, it compliance, cloud security, it infrastructure, consulting, cloud hosting, healthcare, it management, data security, it consulting, ai automation, accounting, business continuity, construction, legal, insurance, ai best practices adoption, cybersecurity services, services, it roadmap, wealth management, cloud computing, enterprise software, enterprises, computer software, information technology & services, computer & network security, mechanical or industrial engineering, health care, health, wellness & fitness, hospital & health care, management consulting, financial services, investment management",'+1 877-567-5364,"Sendgrid, Outlook, Microsoft Office 365, Hubspot, Apache, reCAPTCHA, Google Dynamic Remarketing, Bootstrap Framework, Mobile Friendly, Google Tag Manager, Google Font API, WordPress.org, Gravity Forms, DoubleClick, DoubleClick Conversion, Remote, AI, Domo, Sisense, KNIME, ConnectWise, Azure Active Directory, TUNE, Microsoft 365, SharePoint, Microsoft Power Platform, Microsoft Power Apps, Microsoft Power Automate, Power BI Documenter, DATAVERSE LTD, Javascript, TypeScript, Microsoft PowerShell, SQL, Microsoft Entra ID, Microsoft Exchange Server 2003, Cisco WebEx Teams, Microsoft OneDrive, AvePoint MyHub, Kaseya VSA, Microsoft Windows Server 2012",,,,,5500000,,69e13f2a92aeb40001c73158,7371,54151,"As a MSP, Arnet Technologies helps growing organizations simplify IT, reduce risk, and scale smarter with modern technology and practical AI. 

Founded in 2008, we support small and mid-sized organizations across Ohio with managed and co-managed IT services, cybersecurity, cloud and network management, backup and disaster recovery, and Microsoft 365 solutions. 

In 2021, Arnet was acquired by Lyra Technology Group—expanding our depth and reach while preserving the hands-on approach of a trusted local partner. 

As a Microsoft Direct Cloud Solution Provider (CSP), we help clients optimize licensing and get more value from the Microsoft ecosystem. 

We also guide responsible AI adoption—helping teams move from experimentation to outcomes with tools like Microsoft 365 Copilot and workflow automation—grounded in strong identity, security, and data governance. We serve organizations across healthcare, architecture and engineering, legal, accounting, manufacturing, construction, education, and professional services. 

Our goal is simple: make IT your strength and AI a competitive advantage—secure, predictable, and aligned with where your business is going next.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69b23683431fb00001633c78/picture,"NetGain Technologies, LLC (netgainit.com)",54a1345f69702d4b2efa0000,,,,,,,
CIO Landing,8,"Perfect headcount (26) and strong sector focus in finance and legal. There is a discrepancy in the founding date (CSV says 2002, description says 2012); if it is actually 2012, it lacks the 15-year tenure needed for a classic succession play.+1",CIO Landing,Cold,,26,computer networking,yutongwen@gmail.com,http://www.ciolanding.com,http://www.linkedin.com/company/cio-landing-inc-,https://www.facebook.com/ciolanding,https://twitter.com/CIOLanding,1 Northfield Plz,Northfield,Illinois,United States,60093,"1 Northfield Plz, Northfield, Illinois, United States, 60093","managed firewall, voice over ip, business disaster recovery business continuity planning, virtualization, hardware as a service, business disaster recovery amp business continuity planning, cloud services, email spam protection, managed services, email amp spam protection, it consulting, cio services, computer networking products, data security, legal compliance it, vcio, business it support, hybrid cloud, it system automation, legacy system integration, managed it chicago, hybrid work it solutions, it support chicago, it vendor management, business growth support, manufacturing it solutions, legal services, cybersecurity chicago, cloud solutions chicago, information technology and services, financial sector it, it support, voip, it infrastructure, financial services, manufacturing, b2b, remote monitoring, security compliance, regulatory it compliance, managed it services, industry-specific it support, it solutions, disaster recovery, cybersecurity, legacy system support, network security, client data protection, business continuity, it strategy, network monitoring, proactive support, ai integration support, ransomware protection, services, consulting, it process automation, cloud computing, network management, regulatory compliance, computer systems design and related services, legal it support, finance, legal, enterprise software, enterprises, computer software, information technology & services, management consulting, computer & network security, mechanical or industrial engineering",'+1 312-858-8886,"Cloudflare DNS, CloudFlare Hosting, Microsoft Application Insights, Microsoft Azure, Slack, Hubspot, YouTube, Bing Ads, Google Tag Manager, Facebook Custom Audiences, VisiStat, Linkedin Marketing Solutions, StatCounter, Mobile Friendly, Gravity Forms, Facebook Login (Connect), Facebook Widget, Google Font API, New Relic, WordPress.org, Micro, Remote, AI, Citrix Hypervisor, Azure Analysis Services, VMware, Microsoft 365, TUNE, Microsoft Windows 365 Cloud PC, AWS VPN, Astra WordPress Theme, Cisco VPN, Microsoft Azure Monitor, Microsoft Hyper-V Server, Wordpress.com, Synthesia",,Merger / Acquisition,0,2023-08-01,7444000,,69e13f2a92aeb40001c73159,7375,54151,"CIO Landing, Inc. is a managed IT services provider based in the Chicago area, founded in 2012. The company specializes in proactive IT support, cybersecurity, compliance, and strategic guidance for small and midsized businesses, particularly in the financial, legal, and manufacturing sectors. With a team of about 27 employees, CIO Landing generates approximately $7.1 million in revenue and operates under the Entrepreneurial Operating System (EOS) to ensure alignment and continuous improvement.

CIO Landing offers a range of services, including a proactive IT support desk, advanced cybersecurity solutions, cloud services, VoIP and unified communications, backup and disaster recovery, hardware procurement, and strategic IT planning through virtual Chief Information Officer (vCIO) services. The company emphasizes a ""people-first philosophy"" and aims to provide enterprise-level IT capabilities to its clients, ensuring they are well-prepared for future challenges.",2002,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/690856023d33b000015588f1/picture,,,,,,,,,
Dymin,8.5,"Founded in 2001. Headcount of 32 is manageable. Its roots in ""in-home computer repair"" and 24-hour local support are strong ""stagnation"" signals, as these legacy services can be modernized into higher-margin managed security.+1",Dymin,Cold,,32,information technology & services,yutongwen@gmail.com,http://www.dyminsystems.com,http://www.linkedin.com/company/dymin,https://facebook.com/DyminSystems,https://twitter.com/williams,4601 NW Urbandale Dr,Urbandale,Iowa,United States,50322,"4601 NW Urbandale Dr, Urbandale, Iowa, United States, 50322","in home computer repairs, it collaboration, computer recycling, unified communications, managed it services, systems integration, microsoft 365, office 365, cloud services, it consulting, cloud computing, 24 hour computer repair, business networking services, comanaged it, azure, business phone systems, business computer services, outsourced it, laptop repair, it strategy, it services & it consulting, enterprise software, enterprises, computer software, information technology & services, b2b, management consulting",'+1 515-412-7121,"Route 53, Amazon SES, Sendgrid, Outlook, WP Engine, BambooHR, Slack, Active Campaign, Siemens PROFIBUS, Pipedrive, Endpoint Protection, Barracuda Email Security Service",,,,,5127000,,69e13f2a92aeb40001c7315a,,,"Dymin Systems, Inc. is a professional IT services company based in Urbandale, Iowa, founded in 2001. With a team of approximately 32 employees, Dymin focuses on providing IT support and consulting services primarily for small and medium-sized businesses in the greater Des Moines area. The company emphasizes proactive IT management to minimize downtime and enhance operational efficiency.

Dymin offers a variety of services, including managed IT services, cloud computing solutions, business communication systems, and 24-hour computer and network support. Their expertise also extends to custom software development, technical consulting, and cybersecurity measures. Dymin has been recognized with several awards, including Best of Iowa IT Services Provider in 2022 and multiple accolades for computer repair services from 2013 to 2022. The company proudly serves over 300 satisfied local business clients, ensuring reliable IT solutions tailored to their needs.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69a4e95b650fbe0001e167bf/picture,,,,,,,,,
The Office Technology Group,8,"Family-owned since 1991 , making it a primary candidate for a retiring-owner transition. The focus on copiers and printers is a classic ""stable but stagnant"" business model that requires a CEO to ""harness different stage-appropriate skills"" to grow.+2",The Office Technology Group,Cold,,37,information technology & services,yutongwen@gmail.com,http://www.theotg.com,http://www.linkedin.com/company/theofficetechgroup,https://facebook.com/TonerSales,https://twitter.com/TheOTGWisconsin,8858 W Schlinger Ave,Milwaukee,Wisconsin,United States,53214,"8858 W Schlinger Ave, Milwaukee, Wisconsin, United States, 53214","digital displays, it managed services, cybersecurity, compliance, office av, print digital imaging solutions, it consulting, it services & it consulting, b2b, information technology and services, 4k aquos board, customer support, consulting, video display solutions, printers and scanners, managed it services, custom print management, software solutions, digital transformation, business signage, help desk, printing and document management, cloud solutions, network management, disaster recovery, digital signage and display systems, office automation, network security, managed print, help desk support, business technology solutions, remote support, cloud computing, multifunction devices, it services, print services, business technology, wireless collaboration, office technology, it support, wireless communication, customer service, managed print services, digital signage, interactive digital displays, office communication tools, document management, technology consulting, wireless communication software, computer systems design and related services, document imaging solutions, services, print solutions, multifunction printer management, digital display systems, data security, information technology & services, management consulting, enterprise software, enterprises, computer software, printing, managed services, computer & network security",'+1 920-750-7730,"Dyn Managed DNS, Outlook, Microsoft Office 365, Barracuda Networks, Slack, Remote",,,,,7600000,,69e13f2a92aeb40001c731cb,7375,54151,"The Office Technology Group (OTG) is a family-owned, Wisconsin-based company that's been helping businesses with their technology needs since 1991. We make businesses run smoother with managed IT, copiers and printers, and digital displays. As your local tech experts, we handle the technology so you can stay focused on growing your business.",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69ac76090f4e520001a0a142/picture,,,,,,,,,
Vector Tech Group,3,Recently acquired in March 2026 by Virtual Technologies Group. The recent transaction removes the immediate opportunity for a search fund acquisition.+1,Vector Tech Group,Cold,,41,information technology & services,yutongwen@gmail.com,http://www.vectortechgroup.com,http://www.linkedin.com/company/vector-tech-group,https://www.facebook.com/VectorTechGroup,https://twitter.com/vectortechgroup,170 Veterans Dr,Holland,Michigan,United States,49423,"170 Veterans Dr, Holland, Michigan, United States, 49423","wireless, hardware & software, software solutions, mobile apps, help desk services, project management, managed services, managed cybersecurity, network engineering, virtual cio, cloud hosting, it services & it consulting, user awareness training, financial and professional services, manufacturing, government, network infrastructure, consulting, services, managed servers, cloud migration, disaster recovery, computer systems design and related services, backup as a service (baas), network cabling, education, automotive, managed it services, employee security score (ess), cloud solutions, vulnerability testing, b2b, on-site it support, governance, risk & compliance, managed daas services, managed cloud security, managed it, managed email & microsoft 365, wireless network monitoring, engineering & cabling services, support services, remote support, data center hosting, cybersecurity, security incident & event management (siem), healthcare, cybersecurity risk assessment, siem solutions, custom software development, multi factor authentication, managed firewalls, data migration, phishing simulation, government and municipalities, it consulting, endpoint detection & response, managed phones, managed cloud infrastructure, saas, finance, telecommunications, productivity, cloud computing, enterprise software, enterprises, computer software, information technology & services, mechanical or industrial engineering, computer & network security, health care, health, wellness & fitness, hospital & health care, management consulting, financial services",'+1 844-832-8670,"Sendgrid, Outlook, DigitalOcean, Woo Commerce Memberships, Microsoft Azure, Slack, reCAPTCHA, Typekit, Google Maps, Nginx, Gravity Forms, Google Maps (Non Paid Users), ConnectWise, WordPress.org, Mobile Friendly, Google Tag Manager, Remote",,Merger / Acquisition,,2026-03-01,5458000,,69e13f2a92aeb40001c731e2,7371,54151,"Since 1991, we have been offering customizable technology solutions to meet our clients short & long term needs. Vector Tech Group provides our clients with the expertise, reliability, and flexibility that is required within the IT landscape",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66fcc9222bdb2700019179fe/picture,Virtual Technologies Group (vtgus.com),54a2212774686930c2f2280f,,,,,,,
Pearl Solutions Group,9,"High-Value Target. Founded in 1994 with $3M in revenue. This fits the ""small business"" profile that allows an entrepreneur to search for, acquire, and manage a stable company. High focus on ""accountability"" and Midwest connectivity matches the ""Nature of Revenue"" safety net.+2",Pearl Solutions Group,Cold,,38,information technology & services,yutongwen@gmail.com,http://www.pearlsolves.com,http://www.linkedin.com/company/pearl-solutions-group,https://facebook.com/pearlcomputer,https://twitter.com/pearlcomputers,4 Research Park Dr,Saint Charles,Missouri,United States,63304-5638,"4 Research Park Dr, Saint Charles, Missouri, United States, 63304-5638","infrastructure consulting, mobile workforce, cisco networking, vmware, cyber security, cloud hosting services, vm ware, compliance readiness, microsoft infrastructure products, dell server, storage & networking, gamberjohnson certified installers, managed services, toughbook dealer, comanaged it services, it services & it consulting, mobile workforce enablement, cloud security, vulnerability management, it consulting, fleet it support, vendor management, it services, data security, mobile device management, consulting, information technology and services, cybersecurity, it hardware support, vendor risk management, network security, cyber incident response, it network management, computer systems design and related services, b2b, managed it services, government, it support, cybersecurity awareness training, cyber risk assessment, rugged mobile devices, it strategy, field workforce connectivity, remote support, compliance support, voip phone systems, vehicle technology integration, it solutions, data breach remediation, support portal, remote device mounting, cybersecurity insurance, services, it infrastructure, non-profit, computer & network security, information technology & services, management consulting, nonprofit organization management",'+1 636-949-8850,"Sendgrid, Outlook, Microsoft Office 365, Amazon AWS, Autotask, Flywheel, Hubspot, Slack, reCAPTCHA, Mobile Friendly, YouTube, Google Dynamic Remarketing, Linkedin Marketing Solutions, Facebook Login (Connect), WordPress.org, Google Tag Manager, Google AdWords Conversion, Google Font API, DoubleClick, DoubleClick Conversion, Gravity Forms, Micro, IoT, Remote",,,,,3013000,,69e13f2a92aeb40001c731e4,7379,54151,"Pearl Solutions Group (PSG) is an IT consulting and management company based in Missouri, founded in 1994. The company specializes in providing technology services to small and midsize businesses in the Midwest, particularly in the St. Louis area. PSG focuses on being a reliable partner for IT needs, addressing network, device, and connectivity challenges for various work environments, including office and remote settings.

PSG offers a range of services, including managed IT services, IT consulting, cybersecurity, mobile workforce solutions, and VoIP systems. They provide 24/7 IT support with quick response times and emphasize proactive service to enhance client satisfaction. The company also delivers tailored IT infrastructure solutions and partners with notable technology providers to ensure robust implementations. PSG has built long-term relationships with clients across various sectors, including nonprofits and manufacturing, and is committed to accountability and exceptional customer service.",1994,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e8ad220d26d70001b1cf52/picture,,,,,,,,,
Stamm Technologies,9.5,"High-Value Target. Founded in 2000 (26-year history). Perfect headcount (28). Explicitly mentions ""Low voltage/data cabling"" and ""Audio/Visual rentals""—high-stagnation signals that a searcher can modernize into higher-margin recurring security services.",Stamm,Cold,,28,information technology & services,yutongwen@gmail.com,http://www.stammtech.com,http://www.linkedin.com/company/stamm-technologies,https://www.facebook.com/stammtech,https://twitter.com/stammtech,1207 W Canal St,Milwaukee,Wisconsin,United States,53233,"1207 W Canal St, Milwaukee, Wisconsin, United States, 53233","mac amp windows, egnyte, it strategy consulting, google apps, rentals, office 365, virtualization, mac windows, disaster recovery, cloud services, file sync dropbox, it strategy amp consulting, phone systems, supplement itvirtual cio, office movesbuild out, box, mobile device management, video conf, it services & it consulting, vendor-neutral it, cybersecurity solutions, computer systems design and related services, local it support milwaukee, help desk support, it consulting, managed it services, security-first approach, proactive it management, it support, it strategy planning, milwaukee it provider, regulated industry it, legal industry it, employee training, information technology and services, b2b, network infrastructure, technology consulting, it project management, non-profit it solutions, remote support, cloud migration, it audit, managed service providers, cybersecurity, it infrastructure, business continuity, creative agency it support, customer service, cloud computing, network security, industry-specific it solutions, onsite it support milwaukee, data backup and recovery, it support milwaukee, services, it solutions, digital transformation, small business it support, manufacturing it support, remote it management, it vendor management, 24/7 monitoring, consulting, threat detection, voip and unified communications, firewall management, legal, non-profit, manufacturing, enterprise software, enterprises, computer software, information technology & services, management consulting, computer & network security, nonprofit organization management, mechanical or industrial engineering, audio/visual equipment rental, event planning & services, it services & computer repair, local services, party equipment rentals, professional services, web design",'+1 414-263-4260,"Cloudflare DNS, Outlook, ConnectWise, Slack, reCAPTCHA, Google Tag Manager, YouTube, Mobile Friendly, Vimeo, Microsoft-IIS, Avaya, Unity, Designer, Linkedin Marketing Solutions, Salesforce CRM Analytics",,,,,7577000,1,69e13f2a92aeb40001c731f0,7371,54151,"We serve our clients with passion and warmth, striving to be the go-to trusted adviser and to help our clients fulfill their mission.

WE PROVIDE SUPPORT TO:
Businesses, Non-Profits, and Business Executives
Organizations Between 1-500 Computers in Size
Single or Multiple Locations

Our clients are growing companies who empower technology to become more efficient and profitable. They value technology as a tool for their businesses and give them the competitive advantage.

We are unique in that we repeatedly provides a high level of service & focus on building long term relationships with our clients while providing consistent value.

We are an enthusiastic, service-orientated organization providing cutting-edge IT services to our clients. It's in our DNA, embedded in our culture. It means going above and beyond our clients' expectations.

To us it means working through the night so our client can work the next morning; letting a client borrow a projector for a meeting or an Internet hotspot for a trip; dropping everything on a Sunday morning to go onsite to fix a problem; jumping on a plane last minute to save the day in a remote location-it's our way of life!

Specialties:
Business IT
-Assigned IT Manager
-Proactive Visits
-Mac & Windows
-Monitoring & Management
-Managed Backup

Projects
-Office Moves
-Office Build-out
-Phone Systems
-Virtualization Migrations

Technology Infrastructure
-Low Voltage / Data Cabling
-Server Room Design
-Surveillance
-Wifi Design and Deployment
-Access Control

Strategy & Consulting
-Technology Assessments
-Cloud Migration Assessments
-Disaster Recovery Planning
-Virtual CIO

IT Department Optimization
-Supplemental Support
-IT Hiring Process
-Week/Month/Year Action Plan
-Ticket Flow & Tracking
-IT Coach

Cloud
-Cloud Migration Assessments
-Microsoft Office 365
-Google Apps
-Dropbox, Box, Egnyte
-Specific Applications",2000,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e751a124bdfd0001630312/picture,,,,,,,,,
CybertronIT,9.5,"High-Value Target. 29-year tenure. Revenue ($4M) and headcount (28) are in the search fund ""sweet spot."" Rationale: ""A desirable and compelling model provides a safety net... since the industry and economic model greatly determine success."" Their custom hardware manufacturing is a classic ""stagnant"" high-touch service.",CybertronIT,Cold,,28,information technology & services,yutongwen@gmail.com,http://www.cybertronit.com,http://www.linkedin.com/company/cybertronit-services,https://www.facebook.com/cybertronict,https://twitter.com/Cybertron_IT,4747 South Emporia Street,Wichita,Kansas,United States,67216,"4747 South Emporia Street, Wichita, Kansas, United States, 67216","information technology, it services, it consulting, data storage, monitoring, networking, data migration, managed security, it vendor management, business security, virtualization, manufacturing, legal services, consulting, services, disaster recovery, computer systems design and related services, hardware as a service, remote monitoring, cloud computing, education, cloud services, compliance services, managed it services, b2b, help desk support, ransomware protection, cybersecurity, information technology and services, data recovery, access control, healthcare, hipaa compliance, cmmc certification, digital transformation, it support, network security, business continuity, cloud storage, retail, legal, non-profit, information technology & services, management consulting, mechanical or industrial engineering, enterprise software, enterprises, computer software, health care, health, wellness & fitness, hospital & health care, nonprofit organization management",'+1 316-665-4380,"Cloudflare DNS, Amazon SES, Outlook, Microsoft Office 365, Amazon AWS, WP Engine, ConnectWise, Slack, Linkedin Marketing Solutions, Google Font API, Facebook Custom Audiences, Bootstrap Framework, Google Tag Manager, Nginx, Facebook Widget, Facebook Login (Connect), WordPress.org, Mobile Friendly, Apache, reCAPTCHA, Remote, Circle, Microsoft Windows 10, Microsoft Windows Server 2019, Cisco Unified Intelligence Center, , Microsoft Windows Server 2012, VMware",,,,,4038000,,69e13f2a92aeb40001c731f3,7371,54151,"CybertronIT is an IT services and consulting company located in Wichita, Kansas, serving the Wichita Metro and Southcentral Kansas areas since 1997. The company specializes in managed IT support, technical consulting, and custom hardware solutions tailored for small and medium-sized businesses. With over 25 years of experience, CybertronIT offers enterprise-level IT practices at competitive prices, emphasizing proactive technology management to prevent data loss and disasters.

The company provides a variety of services, including managed IT services, help desk support, network security, cloud IT solutions, and IT consulting. CybertronIT also manufactures high-performance PCs and servers, delivering customized hardware configurations that integrate seamlessly with their IT services. Their mission is to support client goals through exceptional service, aiming to be the most respected IT service brand by providing reliable expertise.",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670e0332f24d83000112dc08/picture,Cybertron Labs (Pvt) Ltd (cybertronlabs.com),5ffd96ae9b68eb00ca871a95,,,,,,,
"Turnkey Computer Systems, Inc.",9.5,"High-Value Target. Strong vertical focus on ""Dental office technology"" and legacy software like ""Dentrix"" and ""Kodak."" Rationale: ""On the Nature of Revenue"" emphasizes high switching costs. Vertical-specific MSPs have some of the highest retention rates in the industry.",Turnkey Computer,Cold,,22,information technology & services,yutongwen@gmail.com,http://www.teamturnkey.com,http://www.linkedin.com/company/teamturnkey,https://facebook.com/myturnkey,https://twitter.com/davedorris,214 W Jefferson Ave,Effingham,Illinois,United States,62401,"214 W Jefferson Ave, Effingham, Illinois, United States, 62401","managed security, remote support, offsite backup, maintenance & monitoring, it security, consulting, security compliance, network security evaluation, firewall configuration, managed it services, ransomware protection, information technology and services, it consulting, it management, help desk support, network security, vulnerability assessment, data backup and recovery, security patch management, computer systems design and related services, it support for small business, password management, voip services, data security, vendor management, b2b, cybersecurity, compliance as a service, network monitoring, penetration testing, it support, it solutions, offsite data storage, cyber hygiene, cybersecurity services, remote it services, managed it, cloud services, data backup, managed service providers, services, hardware as a service, threat detection, business continuity, legal, non-profit, computer & network security, information technology & services, management consulting, cloud computing, enterprise software, enterprises, computer software, nonprofit organization management",'+1 866-343-1544,"Cloudflare DNS, Rackspace MailGun, Outlook, CloudFlare Hosting, Vercel, Mapbox, Chargebee, InfusionSoft, Slack, Google Font API, Mobile Friendly, ConnectWise, Microsoft Windows Server 2012, Microsoft 365, Microsoft Outlook, Microsoft Teams, Microsoft OneDrive for Business, SharePoint",,,,,7076000,,69e13f2a92aeb40001c731f4,7375,54151,"Based in Effingham, IL, our company has been meeting the needs of Missouri, Illinois, and Indiana customers since 2000. Our directive is to bring enterprise-level security, policies, and procedures in a way that small-businesses such as yours can afford it. We offer many services, such as offsite backup, BDR, security management, HIPAA compliancy evaluation, hardware, and 24x7x365 service plans.

We are a general-purpose IT company with a focus on dental office technology. Our technicians and personnel have over 50 years of combined experience supporting programs like Dentrix, Eaglesoft, and Kodak. Just the same, our experience also includes more common strengths such as Microsoft Exchange, Active Directory, and Office application support.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671385777152310001846655/picture,,,,,,,,,
